"rent, rub/month",full_address,city,"price_per_sqm, rub/month","square, m^2",type,url
250000,"Королева проспект, 7",Санкт-Петербург,1329,188,Универсальное помещение,https://spb.n1.ru/view/115857411/?open_card_kn
392000,"Большой П.С. проспект, 71а",Санкт-Петербург,4000,98,Универсальное помещение,https://spb.n1.ru/view/115151535/?open_card_kn
518000,"Ленинский проспект, 95 корп. 1",Санкт-Петербург,1400,370,Универсальное помещение,https://spb.n1.ru/view/115151532/?open_card_kn
93920,"Комсомола, 2",Санкт-Петербург,1299,72,Универсальное помещение,https://spb.n1.ru/view/114431091/?open_card_kn
100000,"Благодатная, 50",Санкт-Петербург,1897,52,Универсальное помещение,https://spb.n1.ru/view/114430880/?open_card_kn
160000,"дорога Михайловская, 6",Санкт-Петербург,1600,100,Универсальное помещение,https://spb.n1.ru/view/115148782/?open_card_kn
750000,"бульвар Трудящихся, 16",Санкт-Петербург,750,1000,Универсальное помещение,https://spb.n1.ru/view/115148778/?open_card_kn
400000,"Гапсальская, 1 корп. 2",Санкт-Петербург,1481,270,Универсальное помещение,https://spb.n1.ru/view/110661501/?open_card_kn
144000,"Дунайский проспект, 27 корп. 1",Санкт-Петербург,2000,72,Универсальное помещение,https://spb.n1.ru/view/115148654/?open_card_kn
5423200,"Кубинская, 75 корп. 1",Санкт-Петербург,985,5504,Универсальное помещение,https://spb.n1.ru/view/115148653/?open_card_kn
43605,"Тихая, 6ю",Санкт-Петербург,850,51,Универсальное помещение,https://spb.n1.ru/view/115846386/?open_card_kn
270000,"Комендантский проспект, 66 корп. 2",Санкт-Петербург,2967,91,Универсальное помещение,https://spb.n1.ru/view/115148644/?open_card_kn
105000,"Окуловская, 18",Санкт-Петербург,1500,70,Универсальное помещение,https://spb.n1.ru/view/115148641/?open_card_kn
100000,"Головнина Бульвар, 3 корп. 1",Санкт-Петербург,2272,44,Универсальное помещение,https://spb.n1.ru/view/115148639/?open_card_kn
1472000,"4-й Предпортовый проезд, 5",Санкт-Петербург,1150,1280,Универсальное помещение,https://spb.n1.ru/view/115148632/?open_card_kn
180000,"Комендантский проспект, 66 корп. 2",Санкт-Петербург,2080,86,Универсальное помещение,https://spb.n1.ru/view/115148627/?open_card_kn
815400,"4-й Предпортовый проезд, 5",Санкт-Петербург,1350,604,Универсальное помещение,https://spb.n1.ru/view/115148628/?open_card_kn
410000,"Народного Ополчения проспект, 10",Санкт-Петербург,1006,407,Универсальное помещение,https://spb.n1.ru/view/115148623/?open_card_kn
850000,"Ефимова, 4а",Санкт-Петербург,5000,170,Универсальное помещение,https://spb.n1.ru/view/115498704/?open_card_kn
22200,"Обводного канала набережная, 134",Санкт-Петербург,740,30,Универсальное помещение,https://spb.n1.ru/view/116166352/?open_card_kn
230000,"Ветеранов проспект, 171 корп. 4",Санкт-Петербург,2358,97,Универсальное помещение,https://spb.n1.ru/view/116166350/?open_card_kn
130000,"Каменноостровский проспект, 62",Санкт-Петербург,1795,72,Универсальное помещение,https://spb.n1.ru/view/116164621/?open_card_kn
17808,"Обводного канала набережная, 134",Санкт-Петербург,840,21,Универсальное помещение,https://spb.n1.ru/view/116164620/?open_card_kn
900000,"КИМа проспект, 4в",Санкт-Петербург,1789,503,Универсальное помещение,https://spb.n1.ru/view/116164522/?open_card_kn
28800,"Обводного канала набережная, 134",Санкт-Петербург,720,40,Универсальное помещение,https://spb.n1.ru/view/116164517/?open_card_kn
110000,"Головнина Бульвар, 3 корп. 1",Санкт-Петербург,1235,89,Универсальное помещение,https://spb.n1.ru/view/116164512/?open_card_kn
220000,"Коломяжский проспект, 26",Санкт-Петербург,2597,84,Универсальное помещение,https://spb.n1.ru/view/116164140/?open_card_kn
200000,"Науки проспект, 36",Санкт-Петербург,1486,134,Универсальное помещение,https://spb.n1.ru/view/115145391/?open_card_kn
180000,"Заречная, 35 корп. 1",Санкт-Петербург,1682,107,Универсальное помещение,https://spb.n1.ru/view/115145390/?open_card_kn
90000,"Канала Грибоедова набережная, 117",Санкт-Петербург,1015,88,Универсальное помещение,https://spb.n1.ru/view/115145371/?open_card_kn
48700,"Тихоокеанская, 18 корп. 2",Санкт-Петербург,993,49,Универсальное помещение,https://spb.n1.ru/view/115496265/?open_card_kn
69900,"Московский проспект, 173",Санкт-Петербург,464,150,Универсальное помещение,https://spb.n1.ru/view/80110987/?open_card_kn
90360,,Санкт-Петербург,1200,75,Универсальное помещение,https://spb.n1.ru/view/115496195/?open_card_kn
147186,"Заречная, 54",Санкт-Петербург,1530,96,Универсальное помещение,https://spb.n1.ru/view/114076241/?open_card_kn
158270,"Архитектора Белова, 6 корп. 3",Санкт-Петербург,700,226,Универсальное помещение,https://spb.n1.ru/view/110652725/?open_card_kn
250800,"Благодатная, 50",Санкт-Петербург,2200,114,Универсальное помещение,https://spb.n1.ru/view/113356395/?open_card_kn
50000,"Ленина, 103",Санкт-Петербург,1151,43,Универсальное помещение,https://spb.n1.ru/view/113356388/?open_card_kn
669000,"Белинского, 8",Санкт-Петербург,3935,170,Универсальное помещение,https://spb.n1.ru/view/115840764/?open_card_kn
79900,"Пионерстроя, 27",Санкт-Петербург,1065,75,Универсальное помещение,https://spb.n1.ru/view/115840758/?open_card_kn
200000,"Рубинштейна, 38",Санкт-Петербург,843,237,Универсальное помещение,https://spb.n1.ru/view/111897849/?open_card_kn
